158491	0	158491	2
158491	0	2130828	1
158491	0	730939	1
158491	0	1666627	1
158491	0	2102124	1
158491	0	2413096	1
158491	0	785032	1
158491	0	2416831	1
158491	0	1990243	1
5728	0	5728	2
5728	0	957396	1
5728	0	737951	1
5728	0	375146	1
5728	0	384239	1
5728	0	1539625	1
5728	0	514135	1
5728	0	2314207	1
5728	0	835341	1
5728	0	305999	1
5728	0	294553	1
5728	0	2412920	1
5728	0	2250822	1
5728	0	61649	1
5728	0	132032	1
13554	0	13554	2
13554	0	2164978	1
13554	0	1070	1
13554	0	107818	1
13554	0	1262819	1
13554	0	1354881	1
13554	0	761187	1
32674	0	32674	2
32674	0	811118	1
32674	0	968448	1
32674	0	1378846	1
32674	0	1317839	1
32674	0	784701	1
32674	0	834604	1
406391	0	406391	2
406391	0	2328959	1
406391	0	1325717	1
406391	0	1991464	1
406391	0	855680	1
406391	0	1371973	1
406391	0	1958994	1
406391	0	1292913	1
5115	0	5115	2
5115	0	1422213	1
5115	0	1664550	1
5115	0	319553	1
5115	0	254083	1
5115	0	302333	1
5115	0	991466	1
5115	0	634027	1
15469	0	15469	2
15469	0	975281	1
15469	0	2129358	1
15469	0	1296004	1
15469	0	1020221	1
15469	0	2300704	1
15469	0	987285	1
15469	0	2398058	1
15469	0	676314	1
15469	0	1334817	1
15469	0	740510	1
15469	0	546072	1
15469	0	975245	1
15469	0	975904	1
15469	0	618761	1
15469	0	975122	1
15469	0	1180175	1
15469	0	2452910	1
15469	0	1789144	1
15469	0	311697	1
15469	0	2069564	1
15469	0	2017274	1
15469	0	1128345	1
15469	0	2373156	1
62953	0	62953	2
62953	0	62956	1
62953	0	62961	1
62953	0	756070	1
62953	0	252435	1
62953	0	1588328	1
152444	0	152444	2
152444	0	472076	1
152444	0	2192522	1
152444	0	289842	1
152444	0	2417988	1
152444	0	1673595	1
152444	0	791192	1
152444	0	118690	1
152444	0	2186245	1
104086	0	104086	2
104086	0	2283603	1
104086	0	1769460	1
104086	0	1137074	1
104086	0	1531009	1
104086	0	1882766	1
104086	0	1938556	1
104086	0	1464230	1
104086	0	99813	1
104086	0	1548144	1
145194	0	145194	2
145194	0	2248772	1
145194	0	943326	1
145194	0	2115068	1
145194	0	930936	1
145194	0	304948	1
73752	0	73752	2
73752	0	1813073	1
73752	0	1048581	1
73752	0	266565	1
73752	0	1048345	1
73752	0	268593	1
1368508	0	1368508	2
1368508	0	72675	1
1368508	0	370186	1
1368508	0	1487360	1
1368508	0	1229482	1
1368508	0	355846	1
1368508	0	1200487	1
1368508	0	1859698	1
1368508	0	72805	1
1368508	0	72801	1
1368508	0	1972375	1
1368508	0	1553104	1
1368508	0	1904954	1
1368508	0	1192490	1
1368508	0	1014207	1
1368508	0	582485	1
1368508	0	524603	1
1368508	0	1426651	1
1368508	0	473565	1
1368508	0	1811902	1
1368508	0	1197492	1
1368508	0	2157313	1
1368508	0	1711399	1
1368508	0	395205	1
1368508	0	372455	1
1368508	0	1861934	1
1368508	0	141876	1
1368508	0	2244459	1
1368508	0	2215552	1
1368508	0	72411	1
1368508	0	1014329	1
1368508	0	782597	1
1368508	0	874658	1
1368508	0	2225652	1
1368508	0	1014318	1
1368508	0	72412	1
1368508	0	1517424	1
1368508	0	1964172	1
1368508	0	71893	1
1368508	0	6938	1
1368508	0	193476	1
11534	0	11534	2
11534	0	1969806	1
11534	0	1796757	1
11534	0	1249176	1
11534	0	1587853	1
11534	0	2141304	1
11534	0	1794426	1
11534	0	2056907	1
11534	0	1463325	1
11534	0	1509815	1
11534	0	987295	1
11534	0	1625122	1
11534	0	2142031	1
11534	0	2356905	1
11534	0	1191113	1
11534	0	1407105	1
11534	0	759479	1
11534	0	2136745	1
11534	0	484328	1
11534	0	1625677	1
83078	0	83078	2
83078	0	1040959	1
83078	0	556777	1
83078	0	2383555	1
83078	0	1954939	1
83078	0	2383623	1
83078	0	2251550	1
83078	0	1745172	1
25174	0	25174	2
25174	0	134446	1
25174	0	1588691	1
25174	0	758074	1
25174	0	1514192	1
25174	0	625567	1
25174	0	1146557	1
25174	0	2393054	1
25174	0	1834161	1
25174	0	2269652	1
25174	0	157858	1
25174	0	460363	1
25174	0	370093	1
25174	0	46336	1
25174	0	152660	1
25174	0	249886	1
25174	0	1125146	1
25174	0	536211	1
25174	0	705884	1
25174	0	845756	1
25174	0	1578059	1
25174	0	1341690	1
25174	0	584517	1
25174	0	207213	1
25174	0	1438185	1
25174	0	800201	1
25174	0	764828	1
25174	0	1132799	1
